Captions,Label,Cleaned_Captions
"This message is brought to you by GMW Ltd. and is not connected to the
",1,message brought gmw ltd connected
"Some friends want me to drive em someplace, probably take a while
",0,friend want drive em someplace probably take
"I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
",0,also thk fast xy suggest one u dun wan ok going rain leh got gd
"Are you still getting the goods.
",0,still getting good
"And maybe some pressies
",0,maybe pressies
"Yeah I am, so I'll leave maybe 7ish?
",0,yeah ill leave maybe ish
"K..k..i'm also fine:)when will you complete the course?
",0,kkim also finewhen complete course
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '
",0,sea lay rock rock envelope envelope paper paper word
"I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
",0,told dr appt next week think im gon na die told check nothing worried didnt listen
"You in your room? I need a few
",0,room need
"I dont want to hear anything
",0,dont want hear anything
"Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
",0,hey leave friday wait ask superior tell
"Ultimately tor motive tui achieve korli.
",0,ultimately tor motive tui achieve korli
"From 5 to 2 only my work timing.
",0,work timing
" and dont worry well have finished by march  ish!
",0,dont worry well finished march ish
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
",0,house water dock boat rolled newscaster dabbles jazz flute behind wheel
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p
",1,congrats mobile g videophones r call videochat wid ur mate play java game dload polyph music noline rentl bx ip p
"Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
",1,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video
"Now thats going to ruin your thesis!
",0,thats going ruin thesis
"In sch but neva mind u eat 1st lor..
",0,sch neva mind u eat st lor
"Hey whats up? U sleeping all morning?
",0,hey whats u sleeping morning
"Erm. I thought the contract ran out the4th of october.
",0,erm thought contract ran theth october
"I dunno until when... Lets go learn pilates...
",0,dunno let go learn pilate
"U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
",1,u subscribed best mobile content service uk per ten day send stop helpline
"Yup i'm elaborating on the safety aspects and some other issues..
",0,yup im elaborating safety aspect issue
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each
",1,free tarot text find love life try free text chance free msg
"Goodmorning, today i am late for 1hr.
",0,goodmorning today late hr
"Hi happy birthday. Hi hi hi hi hi hi hi
",0,hi happy birthday hi hi hi hi hi hi hi
"I will be outside office take all from there
",0,outside office take
"If you don't respond imma assume you're still asleep and imma start calling n shit
",0,dont respond imma assume youre still asleep imma start calling n shit
"Aight, see you in a bit
",0,aight see bit
"My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
",0,superior telling friday leave department except oursso leave youany way call waheed fathima hr conform
"Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
",1,join uk horniest dogging service u sex nite sign follow instruction txt entry nytecalpmsgp
"Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
",0,lol take member said aunt flow didnt visit month cause developed ovarian cyst bc way shrink
"Still work going on:)it is very small house.
",0,still work going onit small house
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?
",0,friend got say he upping order gram he got ltgt get
"Tmr timin still da same wat cos i got lesson until 6...
",0,tmr timin still da wat co got lesson
"Thats the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!
",0,thats thing ape u fight death keep something minute u let go thats
"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
",1,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr sptyrone
"No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
",0,im gon na able late notice ill home week anyway plan
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...
",0,got fujitsu ibm hp toshiba got lot model say
"Okie... Thanx...
",0,okie thanx
"Gosh that , what a pain. Spose I better come then.
",0,gosh pain spose better come
"As usual..iam fine, happy &amp; doing well..:)
",0,usualiam fine happy amp well
"Okie
",0,okie
"So when you gonna get rimac access 
",0,gon na get rimac access
"""Im at arestaurant eating squid! i will be out about 1Not Scam:3Not Scam wanna dosomething or is that to late?""
",0,im arestaurant eating squid scamnot scam wan na dosomething late
"You call times job today ok umma and ask them to speed up
",0,call time job today ok umma ask speed
"""HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!""
",0,hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks hr last nite today wrk
"R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
",0,r u sam p eachother meet go house
":-) yeah! Lol. Luckily i didn't have a starring role like you!
",0,yeah lol luckily didnt starring role like
"Hello madam how are you ?
",0,hello madam
"Awesome, text me when you're restocked
",0,awesome text youre restocked
"As usual..iam fine, happy &amp; doing well..:)
",0,usualiam fine happy amp well
"Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
",1,knock knock txt whose enter r weekly draw gift voucher store yr choice tc age stoptxtstopweek
"Yes. It's all innocent fun. O:-)
",0,yes innocent fun
"Thanks for sending this mental ability question..
",0,thanks sending mental ability question
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.
",0,sir hope day going smoothly really hoped wont bother bill cant settle month extra cash know challenging time also let know
"2marrow only. Wed at  &lt;#&gt;  to 2 aha.
",0,marrow wed ltgt aha
"I went to ur hon lab but no one is there.
",0,went ur hon lab one
"I cant pick the phone right now. Pls send a message
",0,cant pick phone right pls send message
"Hey pple...$7Not ScamNot Scam or $9Not ScamNot Scam for 5 nights...Excellent location wif breakfast hamper!!!
",0,hey pplenot scamnot scam scamnot scam nightsexcellent location wif breakfast hamper
"<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
",1,forwarded hi mailbox messaging sm alert match please call back retrieve message match ccpmin
"How come?
",0,come
"Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
",0,lol nah wasnt bad thanks good b home quite reality check hows ur day u anything website
"Ok lor...
",0,ok lor
"I'm coming home 4 dinner.
",0,im coming home dinner
"S da..al r above  &lt;#&gt;
",0,daal r ltgt
"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.
",1,free ring tone text polys every week get new tone yr wk
"Unni thank you dear for the recharge..Rakhesh
",0,unni thank dear rechargerakhesh
"I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
",0,know im lacking particular dramastorms detail part im worried
"Haha... They cant what... At the most tmr forfeit... haha so how?
",0,haha cant tmr forfeit haha
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!
",0,hey glad u r better hear u treated urself digi cam good r pm fab new year c u coupla wks
"No way I'm going back there!
",0,way im going back
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm
",1,urgent mobile xxx bonus caller prize nd attempt reach call asap boxnqp ppm
"I WILL CAL YOU SIR. In meeting
",0,cal sir meeting
"That's what I love to hear :V see you sundayish, then
",0,thats love hear v see sundayish
"Sorry da thangam, very very sorry i am held up with prasad.
",0,sorry da thangam sorry held prasad
"Tiwary to rcb.battle between bang and kochi.
",0,tiwary rcbbattle bang kochi
"Thank god they are in bed!
",0,thank god bed
"No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
",0,dont cancer mom making big deal regular checkup aka pap smear
"Am in gobi arts college
",0,gobi art college
"Why she wants to talk to me
",0,want talk
"Pandy joined 4w technologies today.he got job..
",0,pandy joined w technology todayhe got job
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18
",1,guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd
"They can try! They can get lost, in fact. Tee hee
",0,try get lost fact tee hee
"Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
",0,hi spoke maneesha v wed like know satisfied experience reply toll free yes
"My friends use to call the same.
",0,friend use call
"Sorry, I'll call later
",0,sorry ill call later
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing
",0,em olowoyey uscedu great time argentina sad secretary everything blessing
"It,,s a taxt massage....tie-pos argh ok! Lool!
",0,taxt massagetiepos argh ok lool
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.
",0,hi please get ltgt dollar loan ill pay back mid february pls
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management
",0,might want pull case plan spending dont much confidence derek taylor money management
"Do you like shaking your booty on the dance floor?
",0,like shaking booty dance floor
"Text me when you get off, don't call, my phones having problems
",0,text get dont call phone problem
"No need for the drug anymore.
",0,need drug anymore
"Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
",0,sorry dai thought calling lot timeslil busyi call noon
"Its sarcasm.. .nt scarcasim
",0,sarcasm nt scarcasim
"Great! I have to run now so ttyl!
",0,great run ttyl
"Feel like trying kadeem again? :V
",0,feel like trying kadeem v
"Dai  &lt;#&gt;  naal eruku.
",0,dai ltgt naal eruku
"Not yet chikku..wat abt u?
",0,yet chikkuwat abt u
"Ok...
",0,ok
"Want to finally have lunch today?
",0,want finally lunch today
"Do you know when dad will be back?
",0,know dad back
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?
",1,hello darling today would love chat dont tell look like sexy
"8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
",1,free st week nokia tone ur mob every week txt nokia get txting tell ur mate pobox w wq norm ptone
"He remains a bro amongst bros
",0,remains bro amongst bros
"R u meeting da ge at nite tmr?
",0,r u meeting da ge nite tmr
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.
",0,nice day impressively sensible went home early feel fine boring whens cant remember
"Why de. You looking good only:-)..
",0,de looking good
"Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg
",1,wan na get laid nite want real dogging location sent direct ur mobile join uk largest dogging network txt park nyt eca lp msg
"we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
",1,tried contact response offer new nokia fone camcorder hit reply call delivery
"Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
",0,yes replied mail im going management office later plus bank later alsoor wednesday
"That's cool, I'll come by like  &lt;#&gt; ish
",0,thats cool ill come like ltgt ish
"Super msg da:)nalla timing.
",0,super msg danalla timing
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?
",0,good afternoon boytoy feeling today better hope good boy obedient slave please queen
"I am 6 ft. We will be a good combination!
",0,ft good combination
"I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
",0,im sick im needy want pout stomp foot pout stomp foot want slave want
"* Am on a train back from northampton so i'm afraid not!
",0,train back northampton im afraid
"Where in abj are you serving. Are you staying with dad or alone.
",0,abj serving staying dad alone
"Was playng 9 doors game and gt racing on phone lol
",0,playng door game gt racing phone lol
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message
",1,new tone week include mcflyall ab sara jorgeshock smithswitch order follow instruction next message
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
",0,solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetable housemaid went post office child went play neighbour went marriage police arrested murderer immediately who reply reason u r brilliant
"I'm on da bus going home...
",0,im da bus going home
"I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
",0,got call landline number asked come anna nagar go afternoon
"I'm okay. Chasing the dream. What's good. What are you doing next.
",0,im okay chasing dream whats good next
"Yupz... I've oredi booked slots 4 my weekends liao... 
",0,yupz ive oredi booked slot weekend liao
"URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
",1,urgent trying contact u today draw show prize guaranteed call land line claim c valid hr
"There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
",0,r many modelsony ericson also der ltgt luks good bt forgot modl
"Okie
",0,okie
"Yes I know the cheesy songs from frosty the snowman :)
",0,yes know cheesy song frosty snowman
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..
",0,ya ok vikky vl c witin ltgt min il reply u
"sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
",1,sport fan get latest sport news str ur mobile wk free plus free tone txt sport norm txtp
"Hey tmr meet at bugis 93Not Scam ?
",0,hey tmr meet bugis scam
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm
",1,urgent urgent free flight europe give away call b th sept take friend free call claim bannfwflyppm
"All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
",0,nice new shirt thing wear nudist themed mu
"Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
",0,hey sexy bun day word morning ym think
"And whenever you and i see we can still hook up too.
",0,whenever see still hook
"Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
",0,nope im going home go pump petrol lor like going rain soon
"Can you use foreign stamps for whatever you send them off for? 
",0,use foreign stamp whatever send
"FROM 88066 LOST £12 HELP
",1,lost help
"Oh baby of the house. How come you dont have any new pictures on facebook
",0,oh baby house come dont new picture facebook
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr
",0,feb ltgt love u day send dis ur valued frnds evn come back ull gt married person u luv u ignore dis u lose ur luv evr
"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.
",0,hiya sorry didnt hav signal havent seen heard neither unusual ill put case get sort hug snogs
"Omw back to tampa from west palm, you hear what happened?
",0,omw back tampa west palm hear happened
"Yup no more already... Thanx 4 printing n handing it up.
",0,yup already thanx printing n handing
"FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
",1,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd p optout txt stop reply date
"What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
",0,mean come chase stated watch many movie want
"S now only i took tablets . Reaction morning only.
",0,took tablet reaction morning
"Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
",1,great new offer double min double txt best orange tariff get latest camera phone free call mobileupd free stoptxt tc
"Nah, I'm a perpetual DD
",0,nah im perpetual dd
"Sorry de i went to shop.
",0,sorry de went shop
"Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
",1,hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
",0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
"Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
",0,hey still want go yogasana coz end cine go bathe hav steam bath
"Nope i'm not drivin... I neva develop da photos lei...
",0,nope im drivin neva develop da photo lei
"I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
",0,thinking going reg pract lesson flung advance haha wat time u going
"Cool. I am  &lt;#&gt;  inches long. hope you like them big!
",0,cool ltgt inch long hope like big
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?
",0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand
"Okie.. Thanx..
",0,okie thanx
"18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
",1,day euro kickoff u kept informed latest news result daily unsubscribe send get euro stop
"Go where n buy? Juz buy when we get there lar.
",0,go n buy juz buy get lar
"Ok lor...
",0,ok lor
"I'm working technical support :)voice process.
",0,im working technical support voice process
"It's justbeen overa week since we broke up and already our brains are going to mush!
",0,justbeen overa week since broke already brain going mush
"Tunde, how are you doing. This is just wishing you a great day. Abiola.
",0,tunde wishing great day abiola
"Nope... C ü then...
",0,nope c
"No. But we'll do medical missions to nigeria
",0,well medical mission nigeria
"No i am not having not any movies in my laptop
",0,movie laptop
"Whatsup there. Dont u want to sleep
",0,whatsup dont u want sleep
"Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ 
",1,urgent please call landline cash luxury canary island holiday await collection tc sae award maq ppm
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR
",1,urgent please call landline complimentary lux costa del sol holiday cash await collection ppm sae tc james ehrr
"I havent lei.. Next mon can?
",0,havent lei next mon
"Mm feeling sleepy. today itself i shall get that dear
",0,mm feeling sleepy today shall get dear
"How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
",0,dare stupid wont tell anything hear wont talk
"Do ü noe if ben is going?
",0,noe ben going
"Can you do a mag meeting this avo at some point?
",0,mag meeting avo point
"I meant middle left or right?
",0,meant middle left right
"Really? I crashed out cuddled on my sofa.
",0,really crashed cuddled sofa
"Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
",0,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu
"I sent you the prices and do you mean the  &lt;#&gt; g,
",0,sent price mean ltgt g
"Are you this much buzy
",0,much buzy
"Nothing. Can...
",0,nothing
"I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
",1,dont know u u dont know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year
"No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
",0,working ringing u thing whole houseful screaming brat pulling hair loving u
"But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
",0,family responding anything room went home diwali one called coming make feel like died
"Tick, tick, tick ... Babe
",0,tick tick tick babe
"R ü going 4 today's meeting?
",0,r going today meeting
"K da:)how many page you want?
",0,k dahow many page want
"Ya had just now.onion roast.
",0,ya nowonion roast
"Send his number and give reply tomorrow morning for why you said that to him like that ok
",0,send number give reply tomorrow morning said like ok
"You said not now. No problem. When you can. Let me know.
",0,said problem let know
"Ok but tell me half an hr b4 u come i need 2 prepare.
",0,ok tell half hr b u come need prepare
"Play w computer? Aiyah i tok 2 u lor?
",0,play w computer aiyah tok u lor
"Sat right? Okay thanks... 
",0,sat right okay thanks
"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with
",0,derp worse dude always want party dude file complaint three drug abuser life
"Ok Chinese food on its way. When I get fat you're paying for my lipo.
",0,ok chinese food way get fat youre paying lipo
"We r outside already.
",0,r outside already
"Have a good trip. Watch out for . Remember when you get back we must decide about easter.
",0,good trip watch remember get back must decide easter
"Yo we are watching a movie on netflix
",0,yo watching movie netflix
"What time. Im out until prob 3 or so
",0,time im prob
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...
",0,meh thgt clash really ah dun mind dun seen lost weight gee
"I dont thnk its a wrong calling between us
",0,dont thnk wrong calling u
"I am not sure about night menu. . . I know only about noon menu
",0,sure night menu know noon menu
"ARR birthday today:) i wish him to get more oscar.
",0,arr birthday today wish get oscar
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
",0,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!
",0,open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay
" and  picking them up from various points
",0,picking various point
"Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
",1,married local woman looking discreet action real match instantly phone text match msg cost p stop txt stop bcmsfwcnxx
"Wow v v impressed. Have funs shopping!
",0,wow v v impressed fun shopping
"I am on the way to ur home
",0,way ur home
"Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
",1,burger king wan na play footy top stadium get burger king st sept go large super cocacola walk winner
"No problem. Talk to you later
",0,problem talk later
"Then ur sis how?
",0,ur si
"Still in customer place
",0,still customer place
"How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
",1,come take little time child afraid dark become teenager want stay night
"Dude u knw also telugu..thts gud..k, gud nyt..
",0,dude u knw also teluguthts gudk gud nyt
"We confirm eating at esplanade?
",0,confirm eating esplanade
"Send me your id and password
",0,send id password
"Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
",0,kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.
",1,ur chance win cash every wk txt action tscs custcare xpwk
"Well I might not come then...
",0,well might come
"Long after I quit. I get on only like 5 minutes a day as it is.
",0,long quit get like minute day
"Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
",0,likely called mittelschmertz google dont paracetamol dont worry go
"Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
",0,well right im gon na get check today steam salespee text want come get
"Just arrived, see you in a couple days &lt;3
",0,arrived see couple day lt
"K, wat s tht incident?
",0,k wat tht incident
"Yeah get the unlimited
",0,yeah get unlimited
"cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
",0,cthen thk shd b enuff still got conclusion n content pg n reference ill b da content pg n cover pg
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?
",0,forgot take year shower sorry atyour phone dead yet
"Ü got wat to buy tell us then ü no need to come in again.
",0,got wat buy tell u need come
"When you are big..| God will bring success.
",0,big god bring success
"Uve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
",1,uve bin awarded play instant cash call claim every th player win min optout
" we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon ""
",0,r stayin extra week back next wed rugby weekend hi c u soon
"Well there's still a bit left if you guys want to tonight
",0,well there still bit left guy want tonight
"Not from this campus. Are you in the library?
",0,campus library
"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow
",0,affidavit say ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow
"How will I creep on you now? ;_;
",0,creep
"Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
",0,tell friend plan valentine day lturlgt
"If I get there before you after your ten billion calls and texts so help me god
",0,get ten billion call text help god
"Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
",0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu
"I've told him that i've returned it. That should i re order it.
",0,ive told ive returned order
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..
",0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post office
"Depends on where u going lor.
",0,depends u going lor
"And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
",0,smile right go world wonder smiling think crazy keep away grin
"FreeMsg>FAV XMAS TONES!Reply REAL
",1,freemsgfav xmas tonesreply real
"Lil fever:) now fine:)
",0,lil fever fine
"I think it's all still in my car
",0,think still car
"Can a not?
",0,
"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
",1,december mobile mths entitled update latest colour camera mobile free call mobile update co free
"Yes princess! I want to catch you with my big strong hands...
",0,yes princess want catch big strong hand
"Oh yeah I forgot. U can only take 2 out shopping at once.
",0,oh yeah forgot u take shopping
"Mm so you asked me not to call radio
",0,mm asked call radio
"Thinkin about someone is all good. No drugs for that
",0,thinkin someone good drug
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
",0,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..
",0,enjoy shower possessiveness poured u ur loved one bcoz world lie golden gift loved truly
"Alright if you're sure, let me know when you're leaving
",0,alright youre sure let know youre leaving
"Some are lasting as much as 2 hours. You might get lucky.
",0,lasting much hour might get lucky
"Genius what's up. How your brother. Pls send his number to my skype.
",0,genius whats brother pls send number skype
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p
",1,gr poly tone mob direct u rply poly title eg poly breathe title crazyin sleepingwith finest ymca getzedcouk poboxowwq p
